"","OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
"1676",22-02-23,"82 - 1163",78,60,13,65,-18,0.166666666666667
"1677",22-02-24,"40 - 1114",224,233,224,0,9,1
"1678",22-02-24,"53 - 1103",183,186,180,3,3,0.983606557377049
"1679",22-02-24,"2 - 1066",42,58,42,0,16,1
"1680",22-02-24,"82 - 1163",65,30,8,57,-35,0.123076923076923
"1681",22-02-25,"40 - 1114",226,233,226,0,7,1
"1682",22-02-25,"53 - 1103",182,186,177,5,4,0.972527472527473
"1683",22-02-25,"2 - 1066",42,58,42,0,16,1
"1684",22-02-25,"82 - 1163",78,60,9,69,-18,0.115384615384615
"1685",22-02-26,"40 - 1114",226,233,226,0,7,1
"1686",22-02-26,"53 - 1103",181,186,176,5,5,0.972375690607735
"1687",22-02-26,"2 - 1066",41,58,41,0,17,1
"1688",22-02-26,"82 - 1163",78,60,8,70,-18,0.102564102564103
"1689",22-02-27,"40 - 1114",226,233,226,0,7,1
"1690",22-02-27,"53 - 1103",181,186,174,7,5,0.961325966850829
"1691",22-02-27,"2 - 1066",42,58,42,0,16,1
"1692",22-02-27,"82 - 1163",78,60,8,70,-18,0.102564102564103
"1693",22-02-28,"40 - 1114",226,233,226,0,7,1
"1694",22-02-28,"53 - 1103",181,186,173,8,5,0.955801104972376
"1695",22-02-28,"2 - 1066",42,58,42,0,16,1
"1696",22-02-28,"82 - 1163",78,60,8,70,-18,0.102564102564103
"1697",22-03-01,"40 - 1114",226,233,224,2,7,0.991150442477876
"1698",22-03-01,"53 - 1103",180,186,176,4,6,0.977777777777778
"1699",22-03-01,"2 - 1066",43,58,43,0,15,1
"1700",22-03-01,"82 - 1163",65,30,8,57,-35,0.123076923076923
"1701",22-03-02,"40 - 1114",222,233,222,0,11,1
"1702",22-03-02,"53 - 1103",180,186,178,2,6,0.988888888888889
"1703",22-03-02,"2 - 1066",43,58,43,0,15,1
"1704",22-03-02,"82 - 1163",65,30,7,58,-35,0.107692307692308
"1705",22-03-03,"40 - 1114",223,233,222,1,10,0.995515695067265
"1706",22-03-03,"53 - 1103",182,186,177,5,4,0.972527472527473
"1707",22-03-03,"2 - 1066",43,58,43,0,15,1
"1708",22-03-03,"82 - 1163",65,30,7,58,-35,0.107692307692308
"1709",22-03-04,"40 - 1114",224,233,223,1,9,0.995535714285714
"1710",22-03-04,"53 - 1103",182,186,178,4,4,0.978021978021978
"1711",22-03-04,"2 - 1066",42,58,42,0,16,1
"1712",22-03-04,"82 - 1163",78,60,7,71,-18,0.0897435897435897
"1713",22-03-05,"40 - 1114",224,233,223,1,9,0.995535714285714
"1714",22-03-05,"53 - 1103",181,186,176,5,5,0.972375690607735
"1715",22-03-05,"2 - 1066",43,58,43,0,15,1
"1716",22-03-05,"82 - 1163",62,30,7,55,-32,0.112903225806452
"1717",22-03-06,"40 - 1114",224,233,222,2,9,0.991071428571429
"1718",22-03-06,"53 - 1103",179,186,175,4,7,0.977653631284916
"1719",22-03-06,"2 - 1066",43,58,43,0,15,1
"1720",22-03-06,"82 - 1163",62,30,6,56,-32,0.0967741935483871
"1721",22-03-07,"40 - 1320",2,80,2,0,78,1
"1722",22-03-07,"40 - 1114",218,233,217,1,15,0.995412844036697
"1723",22-03-07,"53 - 1103",183,186,175,8,3,0.956284153005464
"1724",22-03-07,"2 - 1066",43,58,43,0,15,1
"1725",22-03-07,"82 - 1163",62,30,5,57,-32,0.0806451612903226
"1726",22-03-08,"40 - 1320",6,80,6,0,74,1
"1727",22-03-08,"40 - 1114",213,233,213,0,20,1
"1728",22-03-08,"53 - 1103",183,186,180,3,3,0.983606557377049
"1729",22-03-08,"2 - 1066",43,58,43,0,15,1
"1730",22-03-08,"82 - 1163",62,30,5,57,-32,0.0806451612903226
"1731",22-03-09,"40 - 1320",9,80,9,0,71,1
"1732",22-03-09,"40 - 1114",212,233,211,1,21,0.995283018867924
"1733",22-03-09,"53 - 1103",185,186,180,5,1,0.972972972972973
"1734",22-03-09,"2 - 1066",43,58,43,0,15,1
"1735",22-03-09,"82 - 1163",62,30,5,57,-32,0.0806451612903226
"1736",22-03-10,"40 - 1320",12,80,12,0,68,1
"1737",22-03-10,"40 - 1114",212,233,211,1,21,0.995283018867924
"1738",22-03-10,"53 - 1103",182,186,178,4,4,0.978021978021978
"1739",22-03-10,"2 - 1066",43,58,43,0,15,1
"1740",22-03-10,"82 - 1163",62,30,5,57,-32,0.0806451612903226
"1741",22-03-11,"40 - 1320",15,80,15,0,65,1
"1742",22-03-11,"40 - 1114",212,233,211,1,21,0.995283018867924
"1743",22-03-11,"53 - 1103",185,186,180,5,1,0.972972972972973
"1744",22-03-11,"2 - 1066",44,58,44,0,14,1
"1745",22-03-11,"82 - 1163",62,30,7,55,-32,0.112903225806452
"1746",22-03-12,"40 - 1320",15,80,14,1,65,0.933333333333333
"1747",22-03-12,"40 - 1114",212,233,212,0,21,1
"1748",22-03-12,"53 - 1103",184,186,177,7,2,0.96195652173913
"1749",22-03-12,"2 - 1066",43,58,43,0,15,1
"1750",22-03-12,"82 - 1163",62,30,9,53,-32,0.145161290322581
"1751",22-03-13,"40 - 1320",16,80,16,0,64,1
"1752",22-03-13,"40 - 1114",212,233,212,0,21,1
"1753",22-03-13,"53 - 1103",180,186,177,3,6,0.983333333333333
"1754",22-03-13,"2 - 1066",43,58,43,0,15,1
"1755",22-03-13,"82 - 1163",62,30,9,53,-32,0.145161290322581
"1756",22-03-14,"40 - 1320",21,105,21,0,84,1
"1757",22-03-14,"40 - 1114",214,233,212,2,19,0.990654205607477
"1758",22-03-14,"53 - 1103",182,186,179,3,4,0.983516483516483
"1759",22-03-14,"2 - 1066",43,58,43,0,15,1
"1760",22-03-14,"82 - 1163",74,60,10,64,-14,0.135135135135135
"1761",22-03-15,"40 - 1320",24,105,24,0,81,1
"1762",22-03-15,"40 - 1114",213,233,212,1,20,0.995305164319249
"1763",22-03-15,"53 - 1103",185,186,175,10,1,0.945945945945946
"1764",22-03-15,"2 - 1066",42,58,42,0,16,1
"1765",22-03-15,"82 - 1163",74,60,10,64,-14,0.135135135135135
"1766",22-03-16,"40 - 1320",29,105,28,1,76,0.96551724137931
"1767",22-03-16,"40 - 1114",214,233,214,0,19,1
"1768",22-03-16,"53 - 1103",185,186,174,11,1,0.940540540540541
"1769",22-03-16,"2 - 1066",43,58,43,0,15,1
"1770",22-03-16,"82 - 1163",74,60,13,61,-14,0.175675675675676
"1771",22-03-17,"40 - 1320",33,105,33,0,72,1
"1772",22-03-17,"40 - 1114",213,233,213,0,20,1
"1773",22-03-17,"53 - 1103",183,186,176,7,3,0.961748633879781
"1774",22-03-17,"2 - 1066",43,58,43,0,15,1
"1775",22-03-17,"82 - 1163",74,60,15,59,-14,0.202702702702703
"1776",22-03-18,"40 - 1320",38,105,37,1,67,0.973684210526316
"1777",22-03-18,"40 - 1114",213,233,213,0,20,1
"1778",22-03-18,"53 - 1103",183,186,176,7,3,0.961748633879781
"1779",22-03-18,"2 - 1066",45,58,45,0,13,1
"1780",22-03-18,"82 - 1163",74,60,16,58,-14,0.216216216216216
"1781",22-03-19,"40 - 1320",38,105,38,0,67,1
"1782",22-03-19,"40 - 1114",213,233,212,1,20,0.995305164319249
"1783",22-03-19,"53 - 1103",184,186,178,6,2,0.967391304347826
"1784",22-03-19,"2 - 1066",44,58,44,0,14,1
"1785",22-03-19,"82 - 1163",74,60,16,58,-14,0.216216216216216
"1786",22-03-20,"40 - 1320",40,105,38,2,65,0.95
"1787",22-03-20,"40 - 1114",215,233,214,1,18,0.995348837209302
"1788",22-03-20,"53 - 1103",182,186,176,6,4,0.967032967032967
"1789",22-03-20,"2 - 1066",44,58,44,0,14,1
"1790",22-03-20,"82 - 1163",74,60,16,58,-14,0.216216216216216
"1791",22-03-21,"40 - 1320",47,105,47,0,58,1
"1792",22-03-21,"40 - 1114",214,233,214,0,19,1
"1793",22-03-21,"53 - 1103",176,186,175,1,10,0.994318181818182
"1794",22-03-21,"2 - 1066",44,58,44,0,14,1
"1795",22-03-21,"82 - 1163",74,60,15,59,-14,0.202702702702703
"1796",22-03-22,"40 - 1320",49,105,49,0,56,1
"1797",22-03-22,"40 - 1114",215,233,215,0,18,1
"1798",22-03-22,"53 - 1103",177,186,177,0,9,1
"1799",22-03-22,"2 - 1066",44,58,44,0,14,1
"1800",22-03-22,"82 - 1163",74,60,14,60,-14,0.189189189189189
"1801",22-03-23,"40 - 1320",53,105,53,0,52,1
"1802",22-03-23,"40 - 1114",216,233,216,0,17,1
"1803",22-03-23,"53 - 1103",185,186,181,4,1,0.978378378378378
"1804",22-03-23,"2 - 1066",44,58,44,0,14,1
"1805",22-03-23,"82 - 1163",74,60,7,67,-14,0.0945945945945946
"1806",22-03-24,"40 - 1320",54,105,54,0,51,1
"1807",22-03-24,"40 - 1114",218,233,218,0,15,1
"1808",22-03-24,"53 - 1103",185,186,180,5,1,0.972972972972973
"1809",22-03-24,"2 - 1066",45,58,45,0,13,1
"1810",22-03-24,"82 - 1163",74,60,7,67,-14,0.0945945945945946
"1811",22-03-25,"40 - 1320",56,105,56,0,49,1
"1812",22-03-25,"40 - 1114",217,233,217,0,16,1
"1813",22-03-25,"53 - 1103",183,186,180,3,3,0.983606557377049
"1814",22-03-25,"2 - 1066",45,58,45,0,13,1
"1815",22-03-25,"82 - 1163",74,60,7,67,-14,0.0945945945945946
"1816",22-03-26,"40 - 1320",57,105,57,0,48,1
"1817",22-03-26,"40 - 1114",217,233,216,1,16,0.995391705069124
"1818",22-03-26,"53 - 1103",184,186,180,4,2,0.978260869565217
"1819",22-03-26,"2 - 1066",45,58,45,0,13,1
"1820",22-03-26,"82 - 1163",74,60,5,69,-14,0.0675675675675676
"1821",22-03-27,"40 - 1320",57,105,57,0,48,1
"1822",22-03-27,"40 - 1114",218,233,218,0,15,1
"1823",22-03-27,"53 - 1103",183,186,180,3,3,0.983606557377049
"1824",22-03-27,"2 - 1066",45,58,45,0,13,1
"1825",22-03-27,"82 - 1163",74,60,2,72,-14,0.027027027027027
"1826",22-03-28,"40 - 1320",60,105,60,0,45,1
"1827",22-03-28,"40 - 1114",218,233,218,0,15,1
"1828",22-03-28,"53 - 1103",179,186,179,0,7,1
"1829",22-03-28,"2 - 1066",45,58,45,0,13,1
"1830",22-03-28,"82 - 1163",74,60,5,69,-14,0.0675675675675676
"1831",22-03-29,"40 - 1320",67,105,66,1,38,0.985074626865672
"1832",22-03-29,"40 - 1114",217,233,217,0,16,1
"1833",22-03-29,"53 - 1103",183,186,182,1,3,0.994535519125683
"1834",22-03-29,"2 - 1066",45,58,45,0,13,1
"1835",22-03-29,"82 - 1163",62,30,4,58,-32,0.0645161290322581
"1836",22-03-30,"40 - 1320",69,105,69,0,36,1
"1837",22-03-30,"40 - 1114",217,233,217,0,16,1
"1838",22-03-30,"53 - 1103",183,186,181,2,3,0.989071038251366
"1839",22-03-30,"2 - 1066",45,58,45,0,13,1
"1840",22-03-30,"82 - 1163",62,30,4,58,-32,0.0645161290322581
"1841",22-03-31,"40 - 1320",74,105,74,0,31,1
"1842",22-03-31,"40 - 1114",217,233,217,0,16,1
"1843",22-03-31,"53 - 1103",183,186,180,3,3,0.983606557377049
"1844",22-03-31,"2 - 1066",45,58,45,0,13,1
"1845",22-03-31,"82 - 1163",62,30,4,58,-32,0.0645161290322581
"1846",22-04-01,"40 - 1320",78,105,78,0,27,1
"1847",22-04-01,"40 - 1114",216,233,216,0,17,1
"1848",22-04-01,"53 - 1103",182,186,180,2,4,0.989010989010989
"1849",22-04-01,"2 - 1066",41,58,41,0,17,1
"1850",22-04-01,"82 - 1163",76,30,5,71,-46,0.0657894736842105
"1851",22-04-02,"40 - 1320",80,105,80,0,25,1
"1852",22-04-02,"40 - 1114",216,233,216,0,17,1
"1853",22-04-02,"53 - 1103",182,186,179,3,4,0.983516483516483
"1854",22-04-02,"2 - 1066",42,58,42,0,16,1
"1855",22-04-02,"82 - 1163",78,30,14,64,-48,0.179487179487179
"1856",22-04-03,"40 - 1320",82,105,82,0,23,1
"1857",22-04-03,"40 - 1114",216,233,216,0,17,1
"1858",22-04-03,"53 - 1103",182,186,178,4,4,0.978021978021978
"1859",22-04-03,"2 - 1066",42,58,42,0,16,1
"1860",22-04-03,"82 - 1163",79,30,16,63,-49,0.20253164556962
"1861",22-04-04,"40 - 1320",87,105,87,0,18,1
"1862",22-04-04,"40 - 1114",222,231,215,7,9,0.968468468468468
"1863",22-04-04,"53 - 1103",183,186,181,2,3,0.989071038251366
"1864",22-04-04,"2 - 1066",42,58,42,0,16,1
"1865",22-04-04,"82 - 1163",125,148,17,108,23,0.136
"1866",22-04-05,"40 - 1320",88,105,88,0,17,1
"1867",22-04-05,"40 - 1114",220,231,219,1,11,0.995454545454545
"1868",22-04-05,"53 - 1103",184,186,180,4,2,0.978260869565217
"1869",22-04-05,"2 - 1066",43,58,43,0,15,1
"1870",22-04-05,"82 - 1163",129,148,21,108,19,0.162790697674419
"1871",22-04-06,"40 - 1320",90,105,90,0,15,1
"1872",22-04-06,"40 - 1114",219,232,219,0,13,1
"1873",22-04-06,"53 - 1103",184,186,178,6,2,0.967391304347826
"1874",22-04-06,"2 - 1066",42,58,42,0,16,1
"1875",22-04-06,"82 - 1163",129,148,32,97,19,0.248062015503876
"1876",22-04-07,"40 - 1320",95,105,91,4,10,0.957894736842105
"1877",22-04-07,"40 - 1114",219,232,219,0,13,1
"1878",22-04-07,"53 - 1103",184,186,179,5,2,0.972826086956522
"1879",22-04-07,"2 - 1066",42,58,42,0,16,1
"1880",22-04-07,"82 - 1163",129,148,43,86,19,0.333333333333333
"1881",22-04-08,"40 - 1320",95,105,91,4,10,0.957894736842105
"1882",22-04-08,"40 - 1114",218,232,218,0,14,1
"1883",22-04-08,"53 - 1103",182,186,178,4,4,0.978021978021978
"1884",22-04-08,"2 - 1066",41,58,41,0,17,1
"1885",22-04-08,"82 - 1163",130,148,51,79,18,0.392307692307692
"1886",22-04-09,"40 - 1320",99,105,94,5,6,0.94949494949495
"1887",22-04-09,"40 - 1114",220,232,218,2,12,0.990909090909091
"1888",22-04-09,"53 - 1103",184,186,179,5,2,0.972826086956522
"1889",22-04-09,"2 - 1066",41,58,41,0,17,1
"1890",22-04-09,"82 - 1163",130,148,49,81,18,0.376923076923077
"1891",22-04-10,"40 - 1320",100,105,96,4,5,0.96
"1892",22-04-10,"40 - 1114",219,232,216,3,13,0.986301369863014
"1893",22-04-10,"53 - 1103",184,186,177,7,2,0.96195652173913
"1894",22-04-10,"2 - 1066",41,58,41,0,17,1
"1895",22-04-10,"82 - 1163",132,178,52,80,46,0.393939393939394
"1896",22-04-11,"40 - 1320",105,105,101,4,0,0.961904761904762
"1897",22-04-11,"40 - 1114",217,232,215,2,15,0.990783410138249
"1898",22-04-11,"53 - 1103",181,186,173,8,5,0.955801104972376
"1899",22-04-11,"2 - 1066",41,58,41,0,17,1
"1900",22-04-11,"82 - 1163",138,178,54,84,40,0.391304347826087
"1901",22-04-12,"40 - 1320",104,105,104,0,1,1
"1902",22-04-12,"40 - 1114",217,232,216,1,15,0.995391705069124
"1903",22-04-12,"53 - 1103",184,186,175,9,2,0.951086956521739
"1904",22-04-12,"2 - 1066",40,58,40,0,18,1
"1905",22-04-12,"82 - 1163",139,178,58,81,39,0.41726618705036
"1906",22-04-13,"40 - 1320",104,105,104,0,1,1
"1907",22-04-13,"40 - 1114",219,232,219,0,13,1
"1908",22-04-13,"53 - 1103",184,186,178,6,2,0.967391304347826
"1909",22-04-13,"2 - 1066",41,58,41,0,17,1
"1910",22-04-13,"82 - 1163",150,178,61,89,28,0.406666666666667
"1911",22-04-14,"40 - 1320",104,105,103,1,1,0.990384615384615
"1912",22-04-14,"40 - 1114",218,232,218,0,14,1
"1913",22-04-14,"53 - 1103",183,186,179,4,3,0.978142076502732
"1914",22-04-14,"2 - 1066",42,58,42,0,16,1
"1915",22-04-14,"82 - 1163",151,178,64,87,27,0.423841059602649
"1916",22-04-15,"40 - 1320",104,105,103,1,1,0.990384615384615
"1917",22-04-15,"40 - 1114",218,232,218,0,14,1
"1918",22-04-15,"53 - 1103",181,186,177,4,5,0.977900552486188
"1919",22-04-15,"2 - 1066",43,58,43,0,15,1
"1920",22-04-15,"82 - 1163",151,178,63,88,27,0.417218543046358
"1921",22-04-16,"40 - 1320",105,105,105,0,0,1
"1922",22-04-16,"40 - 1114",220,232,218,2,12,0.990909090909091
"1923",22-04-16,"53 - 1103",182,186,174,8,4,0.956043956043956
"1924",22-04-16,"2 - 1066",43,58,43,0,15,1
"1925",22-04-16,"82 - 1163",151,178,64,87,27,0.423841059602649
"1926",22-04-17,"40 - 1320",105,105,105,0,0,1
"1927",22-04-17,"40 - 1114",220,232,218,2,12,0.990909090909091
"1928",22-04-17,"53 - 1103",185,186,178,7,1,0.962162162162162
"1929",22-04-17,"2 - 1066",42,58,42,0,16,1
"1930",22-04-17,"82 - 1163",151,178,62,89,27,0.410596026490066
"1931",22-04-18,"40 - 1320",105,105,105,0,0,1
"1932",22-04-18,"40 - 1114",219,232,217,2,13,0.990867579908676
"1933",22-04-18,"53 - 1103",186,186,179,7,0,0.962365591397849
"1934",22-04-18,"2 - 1066",42,58,42,0,16,1
"1935",22-04-18,"82 - 1163",151,178,60,91,27,0.397350993377483
"1936",22-04-19,"40 - 1320",105,105,105,0,0,1
"1937",22-04-19,"40 - 1114",218,232,218,0,14,1
"1938",22-04-19,"53 - 1103",186,186,176,10,0,0.946236559139785
"1939",22-04-19,"2 - 1066",42,58,42,0,16,1
"1940",22-04-19,"82 - 1163",151,178,63,88,27,0.417218543046358
"1941",22-04-20,"40 - 1320",105,105,105,0,0,1
"1942",22-04-20,"40 - 1114",218,232,218,0,14,1
"1943",22-04-20,"53 - 1103",186,186,177,9,0,0.951612903225806
"1944",22-04-20,"2 - 1066",41,58,41,0,17,1
"1945",22-04-20,"82 - 1163",149,148,65,84,-1,0.436241610738255
"1946",22-04-21,"40 - 1320",105,105,105,0,0,1
"1947",22-04-21,"40 - 1114",218,232,218,0,14,1
"1948",22-04-21,"53 - 1103",184,186,175,9,2,0.951086956521739
"1949",22-04-21,"2 - 1066",43,58,43,0,15,1
"1950",22-04-21,"82 - 1163",86,148,76,10,62,0.883720930232558
"1951",22-04-22,"40 - 1320",105,105,105,0,0,1
"1952",22-04-22,"40 - 1114",219,232,219,0,13,1
"1953",22-04-22,"53 - 1103",184,186,178,6,2,0.967391304347826
"1954",22-04-22,"2 - 1066",41,58,41,0,17,1
"1955",22-04-22,"82 - 1163",108,148,86,22,40,0.796296296296296
"1956",22-04-23,"40 - 1320",105,105,105,0,0,1
"1957",22-04-23,"40 - 1114",219,232,219,0,13,1
"1958",22-04-23,"53 - 1103",186,186,179,7,0,0.962365591397849
"1959",22-04-23,"2 - 1066",41,58,41,0,17,1
"1960",22-04-23,"82 - 1163",109,178,90,19,69,0.825688073394495
"1961",22-04-24,"40 - 1320",105,105,105,0,0,1
"1962",22-04-24,"40 - 1114",219,232,219,0,13,1
"1963",22-04-24,"53 - 1103",186,186,179,7,0,0.962365591397849
"1964",22-04-24,"2 - 1066",41,58,41,0,17,1
"1965",22-04-24,"82 - 1163",110,178,87,23,68,0.790909090909091
"1966",22-04-25,"40 - 1320",105,105,105,0,0,1
"1967",22-04-25,"40 - 1114",217,232,217,0,15,1
"1968",22-04-25,"53 - 1103",185,186,182,3,1,0.983783783783784
"1969",22-04-25,"2 - 1066",41,58,41,0,17,1
"1970",22-04-25,"82 - 1163",109,148,87,22,39,0.798165137614679
"1971",22-04-26,"40 - 1320",105,105,105,0,0,1
"1972",22-04-26,"40 - 1114",217,232,217,0,15,1
"1973",22-04-26,"53 - 1103",186,186,182,4,0,0.978494623655914
"1974",22-04-26,"2 - 1066",40,58,40,0,18,1
"1975",22-04-26,"82 - 1163",125,148,87,38,23,0.696
"1976",22-04-27,"40 - 1320",105,105,105,0,0,1
"1977",22-04-27,"40 - 1114",216,232,216,0,16,1
"1978",22-04-27,"53 - 1103",184,186,183,1,2,0.994565217391304
"1979",22-04-27,"2 - 1066",41,58,41,0,17,1
"1980",22-04-27,"82 - 1163",126,148,99,27,22,0.785714285714286
"1981",22-04-28,"40 - 1320",105,105,105,0,0,1
"1982",22-04-28,"40 - 1114",217,232,217,0,15,1
"1983",22-04-28,"53 - 1103",184,186,182,2,2,0.989130434782609
"1984",22-04-28,"2 - 1066",41,58,41,0,17,1
"1985",22-04-28,"82 - 1163",119,148,100,19,29,0.840336134453782
"1986",22-04-29,"40 - 1320",105,105,104,1,0,0.990476190476191
"1987",22-04-29,"40 - 1114",214,231,214,0,17,1
"1988",22-04-29,"53 - 1103",184,186,181,3,2,0.983695652173913
"1989",22-04-29,"2 - 1066",41,58,41,0,17,1
"1990",22-04-29,"82 - 1163",119,148,102,17,29,0.857142857142857
"1991",22-04-30,"40 - 1320",105,105,104,1,0,0.990476190476191
"1992",22-04-30,"40 - 1114",214,231,213,1,17,0.995327102803738
"1993",22-04-30,"53 - 1103",181,186,181,0,5,1
"1994",22-04-30,"2 - 1066",39,58,39,0,19,1
"1995",22-04-30,"82 - 1163",119,148,100,19,29,0.840336134453782
"1996",22-05-01,"40 - 1320",105,105,104,1,0,0.990476190476191
"1997",22-05-01,"40 - 1114",212,231,211,1,19,0.995283018867924
"1998",22-05-01,"53 - 1103",181,186,181,0,5,1
"1999",22-05-01,"2 - 1066",37,58,37,0,21,1
"2000",22-05-01,"82 - 1163",117,148,85,32,31,0.726495726495726
"2001",22-05-02,"40 - 1320",105,105,105,0,0,1
"2002",22-05-02,"40 - 1114",210,231,210,0,21,1
"2003",22-05-02,"53 - 1103",182,186,180,2,4,0.989010989010989
"2004",22-05-02,"2 - 1066",36,58,36,0,22,1
"2005",22-05-02,"82 - 1163",117,178,82,35,61,0.700854700854701
"2006",22-05-03,"40 - 1320",105,105,105,0,0,1
"2007",22-05-03,"40 - 1114",211,231,211,0,20,1
"2008",22-05-03,"53 - 1103",182,186,182,0,4,1
"2009",22-05-03,"2 - 1066",38,58,37,1,20,0.973684210526316
"2010",22-05-03,"82 - 1163",118,178,84,34,60,0.711864406779661
"2011",22-05-04,"40 - 1320",105,105,105,0,0,1
"2012",22-05-04,"40 - 1114",211,231,211,0,20,1
"2013",22-05-04,"53 - 1103",184,186,184,0,2,1
"2014",22-05-04,"2 - 1066",39,58,38,1,19,0.974358974358974
"2015",22-05-04,"82 - 1163",118,178,83,35,60,0.703389830508475
"2016",22-05-05,"40 - 1320",104,105,104,0,1,1
"2017",22-05-05,"40 - 1114",211,231,211,0,20,1
"2018",22-05-05,"53 - 1103",184,186,182,2,2,0.989130434782609
"2019",22-05-05,"2 - 1066",40,58,39,1,18,0.975
"2020",22-05-05,"82 - 1163",115,178,82,33,63,0.71304347826087
"2021",22-05-06,"40 - 1320",104,105,104,0,1,1
"2022",22-05-06,"40 - 1114",213,231,212,1,18,0.995305164319249
"2023",22-05-06,"53 - 1103",183,186,182,1,3,0.994535519125683
"2024",22-05-06,"2 - 1066",37,58,37,0,21,1
"2025",22-05-06,"82 - 1163",115,178,81,34,63,0.704347826086957
"2026",22-05-07,"40 - 1320",104,105,104,0,1,1
"2027",22-05-07,"40 - 1114",215,231,213,2,16,0.990697674418605
"2028",22-05-07,"53 - 1103",185,186,183,2,1,0.989189189189189
"2029",22-05-07,"2 - 1066",37,58,37,0,21,1
"2030",22-05-07,"82 - 1163",114,178,80,34,64,0.701754385964912
"2031",22-05-08,"40 - 1320",104,105,104,0,1,1
"2032",22-05-08,"40 - 1114",216,231,214,2,15,0.990740740740741
"2033",22-05-08,"53 - 1103",185,186,183,2,1,0.989189189189189
"2034",22-05-08,"2 - 1066",39,58,39,0,19,1
"2035",22-05-08,"82 - 1163",114,178,80,34,64,0.701754385964912
"2036",22-05-09,"40 - 1320",104,105,104,0,1,1
"2037",22-05-09,"40 - 1114",216,231,215,1,15,0.99537037037037
"2038",22-05-09,"53 - 1103",186,186,186,0,0,1
"2039",22-05-09,"2 - 1066",39,58,39,0,19,1
"2040",22-05-09,"82 - 1163",117,178,84,33,61,0.717948717948718
"2041",22-05-10,"40 - 1320",105,105,105,0,0,1
"2042",22-05-10,"40 - 1114",216,231,216,0,15,1
"2043",22-05-10,"53 - 1103",185,186,185,0,1,1
"2044",22-05-10,"2 - 1066",37,58,37,0,21,1
"2045",22-05-10,"82 - 1163",119,178,85,34,59,0.714285714285714
"2046",22-05-11,"40 - 1320",105,105,105,0,0,1
"2047",22-05-11,"40 - 1114",211,231,211,0,20,1
"2048",22-05-11,"53 - 1103",186,186,186,0,0,1
"2049",22-05-11,"2 - 1066",38,58,38,0,20,1
"2050",22-05-11,"82 - 1163",121,178,88,33,57,0.727272727272727
"2051",22-05-12,"40 - 1320",105,105,105,0,0,1
"2052",22-05-12,"40 - 1114",211,231,211,0,20,1
"2053",22-05-12,"53 - 1103",185,186,184,1,1,0.994594594594595
"2054",22-05-12,"2 - 1066",40,58,40,0,18,1
"2055",22-05-12,"82 - 1163",125,178,90,35,53,0.72
"2056",22-05-13,"40 - 1320",105,105,105,0,0,1
"2057",22-05-13,"40 - 1114",213,231,213,0,18,1
"2058",22-05-13,"53 - 1103",185,186,185,0,1,1
"2059",22-05-13,"2 - 1066",39,58,39,0,19,1
"2060",22-05-13,"82 - 1163",125,178,86,39,53,0.688
"2061",22-05-14,"40 - 1320",105,105,105,0,0,1
"2062",22-05-14,"40 - 1114",215,231,215,0,16,1
"2063",22-05-14,"53 - 1103",185,186,184,1,1,0.994594594594595
"2064",22-05-14,"2 - 1066",38,58,38,0,20,1
"2065",22-05-14,"82 - 1163",125,178,90,35,53,0.72
"2066",22-05-15,"40 - 1320",105,105,105,0,0,1
"2067",22-05-15,"40 - 1114",216,231,216,0,15,1
"2068",22-05-15,"53 - 1103",184,186,182,2,2,0.989130434782609
"2069",22-05-15,"2 - 1066",38,58,38,0,20,1
"2070",22-05-15,"82 - 1163",122,148,84,38,26,0.688524590163934
"2071",22-05-16,"40 - 1320",105,105,105,0,0,1
"2072",22-05-16,"40 - 1114",215,231,215,0,16,1
"2073",22-05-16,"53 - 1103",179,186,179,0,7,1
"2074",22-05-16,"2 - 1066",38,58,38,0,20,1
"2075",22-05-16,"82 - 1163",121,148,85,36,27,0.702479338842975
"2076",22-05-17,"40 - 1320",105,105,105,0,0,1
"2077",22-05-17,"40 - 1114",216,231,216,0,15,1
"2078",22-05-17,"53 - 1103",179,186,177,2,7,0.988826815642458
"2079",22-05-17,"2 - 1066",39,58,39,0,19,1
"2080",22-05-17,"82 - 1163",127,148,91,36,21,0.716535433070866
"2081",22-05-18,"40 - 1320",105,105,105,0,0,1
"2082",22-05-18,"40 - 1114",219,231,218,1,12,0.995433789954338
"2083",22-05-18,"53 - 1103",176,186,176,0,10,1
"2084",22-05-18,"2 - 1066",40,58,39,1,18,0.975
"2085",22-05-18,"82 - 1163",129,148,94,35,19,0.728682170542636
"2086",22-05-19,"40 - 1320",105,105,105,0,0,1
"2087",22-05-19,"40 - 1114",217,231,217,0,14,1
"2088",22-05-19,"53 - 1103",179,186,179,0,7,1
"2089",22-05-19,"2 - 1066",41,58,40,1,17,0.975609756097561
"2090",22-05-19,"82 - 1163",129,148,92,37,19,0.713178294573643
"2091",22-05-20,"40 - 1320",105,105,103,2,0,0.980952380952381
"2092",22-05-20,"40 - 1114",217,231,217,0,14,1
"2093",22-05-20,"53 - 1103",183,186,183,0,3,1
"2094",22-05-20,"2 - 1066",42,58,42,0,16,1
"2095",22-05-20,"82 - 1163",129,148,97,32,19,0.751937984496124
"2096",22-05-21,"40 - 1320",104,105,104,0,1,1
