"","OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
"3206",22-12-29,"40 - 1320",204,206,204,0,2,1
"3207",22-12-29,"40 - 1114",221,228,221,0,7,1
"3208",22-12-29,"53 - 1103",186,186,183,3,0,0.983870967741935
"3209",22-12-29,"2 - 1066",43,58,40,3,15,0.930232558139535
"3210",22-12-29,"82 - 1163",143,148,143,0,5,1
"3211",22-12-30,"40 - 1320",205,206,205,0,1,1
"3212",22-12-30,"40 - 1114",222,231,221,1,9,0.995495495495496
"3213",22-12-30,"53 - 1103",186,186,186,0,0,1
"3214",22-12-30,"2 - 1066",43,58,42,1,15,0.976744186046512
"3215",22-12-30,"82 - 1163",143,148,142,1,5,0.993006993006993
"3216",22-12-31,"40 - 1320",205,206,205,0,1,1
"3217",22-12-31,"40 - 1114",224,231,224,0,7,1
"3218",22-12-31,"53 - 1103",186,186,186,0,0,1
"3219",22-12-31,"2 - 1066",43,58,43,0,15,1
"3220",22-12-31,"82 - 1163",142,148,142,0,6,1
"3221",2023-01-01,"40 - 1320",204,206,204,0,2,1
"3222",2023-01-01,"40 - 1114",224,231,224,0,7,1
"3223",2023-01-01,"53 - 1103",186,186,186,0,0,1
"3224",2023-01-01,"2 - 1066",43,58,43,0,15,1
"3225",2023-01-01,"82 - 1163",141,148,141,0,7,1
"3226",2023-01-02,"40 - 1320",204,206,204,0,2,1
"3227",2023-01-02,"40 - 1114",225,231,225,0,6,1
"3228",2023-01-02,"53 - 1103",186,186,186,0,0,1
"3229",2023-01-02,"2 - 1066",42,58,42,0,16,1
"3230",2023-01-02,"82 - 1163",139,148,139,0,9,1
"3231",2023-01-03,"40 - 1320",205,206,205,0,1,1
"3232",2023-01-03,"40 - 1114",224,231,223,1,7,0.995535714285714
"3233",2023-01-03,"53 - 1103",185,186,184,1,1,0.994594594594595
"3234",2023-01-03,"2 - 1066",42,58,42,0,16,1
"3235",2023-01-03,"82 - 1163",139,148,138,1,9,0.992805755395683
"3236",2023-01-04,"40 - 1320",207,207,207,0,0,1
"3237",2023-01-04,"40 - 1114",221,231,221,0,10,1
"3238",2023-01-04,"53 - 1103",183,186,183,0,3,1
"3239",2023-01-04,"2 - 1066",44,58,43,1,14,0.977272727272727
"3240",2023-01-04,"82 - 1163",137,148,137,0,11,1
"3241",2023-01-05,"40 - 1320",207,207,207,0,0,1
"3242",2023-01-05,"40 - 1114",222,231,222,0,9,1
"3243",2023-01-05,"53 - 1103",184,186,184,0,2,1
"3244",2023-01-05,"2 - 1066",44,58,44,0,14,1
"3245",2023-01-05,"82 - 1163",137,148,137,0,11,1
"3246",2023-01-06,"40 - 1320",207,207,207,0,0,1
"3247",2023-01-06,"40 - 1114",221,231,221,0,10,1
"3248",2023-01-06,"53 - 1103",184,186,183,1,2,0.994565217391304
"3249",2023-01-06,"2 - 1066",46,58,45,1,12,0.978260869565217
"3250",2023-01-06,"82 - 1163",131,148,129,2,17,0.984732824427481
"3251",2023-01-07,"40 - 1320",207,207,207,0,0,1
"3252",2023-01-07,"40 - 1114",221,231,221,0,10,1
"3253",2023-01-07,"53 - 1103",184,186,183,1,2,0.994565217391304
"3254",2023-01-07,"2 - 1066",47,58,47,0,11,1
"3255",2023-01-07,"82 - 1163",130,148,126,4,18,0.969230769230769
"3256",2023-01-08,"40 - 1320",207,207,207,0,0,1
"3257",2023-01-08,"40 - 1114",221,231,220,1,10,0.995475113122172
"3258",2023-01-08,"53 - 1103",184,186,182,2,2,0.989130434782609
"3259",2023-01-08,"2 - 1066",47,58,47,0,11,1
"3260",2023-01-08,"82 - 1163",125,148,125,0,23,1
"3261",2023-01-09,"40 - 1320",207,207,207,0,0,1
"3262",2023-01-09,"40 - 1114",222,231,222,0,9,1
"3263",2023-01-09,"53 - 1103",184,186,182,2,2,0.989130434782609
"3264",2023-01-09,"2 - 1066",47,58,47,0,11,1
"3265",2023-01-09,"82 - 1163",128,148,128,0,20,1
"3266",2023-01-10,"40 - 1320",207,207,207,0,0,1
"3267",2023-01-10,"40 - 1114",221,231,221,0,10,1
"3268",2023-01-10,"53 - 1103",184,186,184,0,2,1
"3269",2023-01-10,"2 - 1066",46,58,46,0,12,1
"3270",2023-01-10,"82 - 1163",127,148,127,0,21,1
"3271",2023-01-11,"40 - 1320",207,207,207,0,0,1
"3272",2023-01-11,"40 - 1114",223,231,223,0,8,1
"3273",2023-01-11,"53 - 1103",185,186,185,0,1,1
"3274",2023-01-11,"2 - 1066",46,58,46,0,12,1
"3275",2023-01-11,"82 - 1163",126,148,126,0,22,1
"3276",2023-01-12,"40 - 1320",207,207,207,0,0,1
"3277",2023-01-12,"40 - 1114",222,231,221,1,9,0.995495495495496
"3278",2023-01-12,"53 - 1103",185,186,185,0,1,1
"3279",2023-01-12,"2 - 1066",46,58,46,0,12,1
"3280",2023-01-12,"82 - 1163",127,148,127,0,21,1
"3281",2023-01-13,"40 - 1320",207,207,207,0,0,1
"3282",2023-01-13,"40 - 1114",222,231,222,0,9,1
"3283",2023-01-13,"53 - 1103",185,186,184,1,1,0.994594594594595
"3284",2023-01-13,"2 - 1066",45,58,45,0,13,1
"3285",2023-01-13,"82 - 1163",131,148,131,0,17,1
"3286",2023-01-14,"40 - 1320",207,207,207,0,0,1
"3287",2023-01-14,"40 - 1114",223,231,223,0,8,1
"3288",2023-01-14,"53 - 1103",185,186,184,1,1,0.994594594594595
"3289",2023-01-14,"2 - 1066",45,58,45,0,13,1
"3290",2023-01-14,"82 - 1163",128,148,128,0,20,1
"3291",2023-01-15,"40 - 1320",207,207,207,0,0,1
"3292",2023-01-15,"40 - 1114",224,231,223,1,7,0.995535714285714
"3293",2023-01-15,"53 - 1103",186,186,186,0,0,1
"3294",2023-01-15,"2 - 1066",45,58,45,0,13,1
"3295",2023-01-15,"82 - 1163",124,148,123,1,24,0.991935483870968
"3296",2023-01-16,"40 - 1320",207,207,207,0,0,1
"3297",2023-01-16,"40 - 1114",220,231,220,0,11,1
"3298",2023-01-16,"53 - 1103",185,186,183,2,1,0.989189189189189
"3299",2023-01-16,"2 - 1066",45,58,45,0,13,1
"3300",2023-01-16,"82 - 1163",120,148,120,0,28,1
"3301",2023-01-17,"40 - 1320",207,207,207,0,0,1
"3302",2023-01-17,"40 - 1114",222,231,222,0,9,1
"3303",2023-01-17,"53 - 1103",186,186,183,3,0,0.983870967741935
"3304",2023-01-17,"2 - 1066",45,58,44,1,13,0.977777777777778
"3305",2023-01-17,"82 - 1163",121,148,121,0,27,1
"3306",2023-01-18,"40 - 1320",207,207,207,0,0,1
"3307",2023-01-18,"40 - 1114",222,231,222,0,9,1
"3308",2023-01-18,"53 - 1103",186,186,183,3,0,0.983870967741935
"3309",2023-01-18,"2 - 1066",44,58,44,0,14,1
"3310",2023-01-18,"82 - 1163",127,148,127,0,21,1
"3311",2023-01-19,"40 - 1320",206,207,206,0,1,1
"3312",2023-01-19,"40 - 1114",224,232,223,1,8,0.995535714285714
"3313",2023-01-19,"53 - 1103",186,186,184,2,0,0.989247311827957
"3314",2023-01-19,"2 - 1066",45,58,43,2,13,0.955555555555556
"3315",2023-01-19,"82 - 1163",123,148,123,0,25,1
"3316",2023-01-20,"40 - 1320",206,207,206,0,1,1
"3317",2023-01-20,"40 - 1114",223,232,222,1,9,0.995515695067265
"3318",2023-01-20,"53 - 1103",186,186,182,4,0,0.978494623655914
"3319",2023-01-20,"2 - 1066",45,58,43,2,13,0.955555555555556
"3320",2023-01-20,"82 - 1163",130,148,122,8,18,0.938461538461538
"3321",2023-01-21,"40 - 1320",207,207,206,1,0,0.995169082125604
"3322",2023-01-21,"40 - 1114",223,232,223,0,9,1
"3323",2023-01-21,"53 - 1103",186,186,182,4,0,0.978494623655914
"3324",2023-01-21,"2 - 1066",46,58,44,2,12,0.956521739130435
"3325",2023-01-21,"82 - 1163",122,148,122,0,26,1
"3326",2023-01-22,"40 - 1320",207,207,207,0,0,1
"3327",2023-01-22,"40 - 1114",223,232,223,0,9,1
"3328",2023-01-22,"53 - 1103",186,186,182,4,0,0.978494623655914
"3329",2023-01-22,"2 - 1066",46,58,44,2,12,0.956521739130435
"3330",2023-01-22,"82 - 1163",119,148,119,0,29,1
"3331",2023-01-23,"40 - 1320",206,207,206,0,1,1
"3332",2023-01-23,"40 - 1114",224,232,224,0,8,1
"3333",2023-01-23,"53 - 1103",186,186,183,3,0,0.983870967741935
"3334",2023-01-23,"2 - 1066",46,58,44,2,12,0.956521739130435
"3335",2023-01-23,"82 - 1163",116,148,116,0,32,1
"3336",2023-01-24,"40 - 1320",207,207,207,0,0,1
"3337",2023-01-24,"40 - 1114",224,232,224,0,8,1
"3338",2023-01-24,"53 - 1103",185,186,183,2,1,0.989189189189189
"3339",2023-01-24,"2 - 1066",46,58,44,2,12,0.956521739130435
"3340",2023-01-24,"82 - 1163",116,148,115,1,32,0.991379310344828
"3341",2023-01-25,"40 - 1320",207,207,207,0,0,1
"3342",2023-01-25,"40 - 1114",227,232,225,2,5,0.991189427312775
"3343",2023-01-25,"53 - 1103",185,186,184,1,1,0.994594594594595
"3344",2023-01-25,"2 - 1066",47,58,44,3,11,0.936170212765957
"3345",2023-01-25,"82 - 1163",116,148,116,0,32,1
"3346",2023-01-26,"40 - 1320",207,207,207,0,0,1
"3347",2023-01-26,"40 - 1114",227,232,226,1,5,0.995594713656388
"3348",2023-01-26,"53 - 1103",184,186,183,1,2,0.994565217391304
"3349",2023-01-26,"2 - 1066",47,58,46,1,11,0.978723404255319
"3350",2023-01-26,"82 - 1163",118,148,118,0,30,1
"3351",2023-01-27,"40 - 1320",207,207,207,0,0,1
"3352",2023-01-27,"40 - 1114",225,232,225,0,7,1
"3353",2023-01-27,"53 - 1103",184,186,183,1,2,0.994565217391304
"3354",2023-01-27,"2 - 1066",48,58,46,2,10,0.958333333333333
"3355",2023-01-27,"82 - 1163",114,148,114,0,34,1
"3356",2023-01-28,"40 - 1320",207,207,207,0,0,1
"3357",2023-01-28,"40 - 1114",225,232,225,0,7,1
"3358",2023-01-28,"53 - 1103",184,186,183,1,2,0.994565217391304
"3359",2023-01-28,"2 - 1066",49,58,46,3,9,0.938775510204082
"3360",2023-01-28,"82 - 1163",113,148,113,0,35,1
"3361",2023-01-29,"40 - 1320",207,207,207,0,0,1
"3362",2023-01-29,"40 - 1114",225,232,225,0,7,1
"3363",2023-01-29,"53 - 1103",184,186,183,1,2,0.994565217391304
"3364",2023-01-29,"2 - 1066",49,58,46,3,9,0.938775510204082
"3365",2023-01-29,"82 - 1163",110,148,110,0,38,1
"3366",2023-01-30,"40 - 1320",206,207,206,0,1,1
"3367",2023-01-30,"40 - 1114",225,232,225,0,7,1
"3368",2023-01-30,"53 - 1103",184,186,183,1,2,0.994565217391304
"3369",2023-01-30,"2 - 1066",48,58,46,2,10,0.958333333333333
"3370",2023-01-30,"82 - 1163",113,148,113,0,35,1
"3371",2023-01-31,"40 - 1320",207,207,207,0,0,1
"3372",2023-01-31,"40 - 1114",225,232,225,0,7,1
"3373",2023-01-31,"53 - 1103",185,186,184,1,1,0.994594594594595
"3374",2023-01-31,"2 - 1066",48,58,46,2,10,0.958333333333333
"3375",2023-01-31,"82 - 1163",114,148,112,2,34,0.982456140350877
"3376",2023-02-01,"40 - 1320",201,207,201,0,6,1
"3377",2023-02-01,"40 - 1114",222,232,222,0,10,1
"3378",2023-02-01,"53 - 1103",184,186,184,0,2,1
"3379",2023-02-01,"2 - 1066",48,58,46,2,10,0.958333333333333
"3380",2023-02-01,"82 - 1163",116,148,117,-1,32,1.00862068965517
"3381",2023-02-02,"40 - 1320",202,207,202,0,5,1
"3382",2023-02-02,"40 - 1114",223,232,222,1,9,0.995515695067265
"3383",2023-02-02,"53 - 1103",184,186,184,0,2,1
"3384",2023-02-02,"2 - 1066",46,58,44,2,12,0.956521739130435
"3385",2023-02-02,"82 - 1163",123,148,123,0,25,1
"3386",2023-02-03,"40 - 1320",205,207,203,2,2,0.990243902439024
"3387",2023-02-03,"40 - 1114",223,232,222,1,9,0.995515695067265
"3388",2023-02-03,"53 - 1103",184,186,184,0,2,1
"3389",2023-02-03,"2 - 1066",45,58,43,2,13,0.955555555555556
"3390",2023-02-03,"82 - 1163",125,148,126,-1,23,1.008
"3391",2023-02-04,"40 - 1320",206,207,206,0,1,1
"3392",2023-02-04,"40 - 1114",222,232,221,1,10,0.995495495495496
"3393",2023-02-04,"53 - 1103",185,186,183,2,1,0.989189189189189
"3394",2023-02-04,"2 - 1066",45,58,43,2,13,0.955555555555556
"3395",2023-02-04,"82 - 1163",123,148,124,-1,25,1.00813008130081
"3396",2023-02-05,"40 - 1320",206,207,206,0,1,1
"3397",2023-02-05,"40 - 1114",222,232,221,1,10,0.995495495495496
"3398",2023-02-05,"53 - 1103",185,186,181,4,1,0.978378378378378
"3399",2023-02-05,"2 - 1066",45,58,43,2,13,0.955555555555556
"3400",2023-02-05,"82 - 1163",125,148,125,0,23,1
"3401",2023-02-06,"40 - 1320",206,207,206,0,1,1
"3402",2023-02-06,"40 - 1114",217,232,217,0,15,1
"3403",2023-02-06,"53 - 1103",184,186,180,4,2,0.978260869565217
"3404",2023-02-06,"2 - 1066",50,58,43,7,8,0.86
"3405",2023-02-06,"82 - 1163",124,148,125,-1,24,1.00806451612903
"3406",2023-02-07,"40 - 1320",206,207,206,0,1,1
"3407",2023-02-07,"40 - 1114",215,232,215,0,17,1
"3408",2023-02-07,"53 - 1103",184,186,180,4,2,0.978260869565217
"3409",2023-02-07,"2 - 1066",45,58,42,3,13,0.933333333333333
"3410",2023-02-07,"82 - 1163",123,148,123,0,25,1
"3411",2023-02-08,"40 - 1320",205,207,205,0,2,1
"3412",2023-02-08,"40 - 1114",215,232,215,0,17,1
"3413",2023-02-08,"53 - 1103",183,186,179,4,3,0.978142076502732
"3414",2023-02-08,"2 - 1066",44,58,42,2,14,0.954545454545455
"3415",2023-02-08,"82 - 1163",122,148,121,1,26,0.991803278688525
"3416",2023-02-09,"40 - 1320",205,207,205,0,2,1
"3417",2023-02-09,"40 - 1114",217,232,217,0,15,1
"3418",2023-02-09,"53 - 1103",185,186,181,4,1,0.978378378378378
"3419",2023-02-09,"2 - 1066",44,58,43,1,14,0.977272727272727
"3420",2023-02-09,"82 - 1163",120,148,121,-1,28,1.00833333333333
"3421",2023-02-10,"40 - 1320",206,207,206,0,1,1
"3422",2023-02-10,"40 - 1114",220,232,220,0,12,1
"3423",2023-02-10,"53 - 1103",185,186,181,4,1,0.978378378378378
"3424",2023-02-10,"2 - 1066",43,58,43,0,15,1
"3425",2023-02-10,"82 - 1163",121,148,122,-1,27,1.00826446280992
"3426",2023-02-11,"40 - 1320",206,207,206,0,1,1
"3427",2023-02-11,"40 - 1114",218,232,218,0,14,1
"3428",2023-02-11,"53 - 1103",185,186,180,5,1,0.972972972972973
"3429",2023-02-11,"2 - 1066",44,58,44,0,14,1
"3430",2023-02-11,"82 - 1163",120,148,121,-1,28,1.00833333333333
"3431",2023-02-12,"40 - 1320",206,207,206,0,1,1
"3432",2023-02-12,"40 - 1114",216,232,216,0,16,1
"3433",2023-02-12,"53 - 1103",184,186,180,4,2,0.978260869565217
"3434",2023-02-12,"2 - 1066",44,58,44,0,14,1
"3435",2023-02-12,"82 - 1163",120,148,121,-1,28,1.00833333333333
"3436",2023-02-13,"40 - 1320",204,207,204,0,3,1
"3437",2023-02-13,"40 - 1114",217,232,217,0,15,1
"3438",2023-02-13,"53 - 1103",184,186,184,0,2,1
"3439",2023-02-13,"2 - 1066",44,58,44,0,14,1
"3440",2023-02-13,"82 - 1163",117,148,118,-1,31,1.00854700854701
"3441",2023-02-14,"40 - 1320",205,207,205,0,2,1
"3442",2023-02-14,"40 - 1114",218,232,218,0,14,1
"3443",2023-02-14,"53 - 1103",185,186,184,1,1,0.994594594594595
"3444",2023-02-14,"2 - 1066",44,58,44,0,14,1
"3445",2023-02-14,"82 - 1163",118,148,119,-1,30,1.00847457627119
"3446",2023-02-15,"40 - 1320",205,207,205,0,2,1
"3447",2023-02-15,"40 - 1114",221,232,221,0,11,1
"3448",2023-02-15,"53 - 1103",185,186,183,2,1,0.989189189189189
"3449",2023-02-15,"2 - 1066",44,58,43,1,14,0.977272727272727
"3450",2023-02-15,"82 - 1163",117,148,118,-1,31,1.00854700854701
"3451",2023-02-16,"40 - 1320",206,207,206,0,1,1
"3452",2023-02-16,"40 - 1114",224,232,223,1,8,0.995535714285714
"3453",2023-02-16,"53 - 1103",186,186,183,3,0,0.983870967741935
"3454",2023-02-16,"2 - 1066",43,58,43,0,15,1
"3455",2023-02-16,"82 - 1163",117,148,118,-1,31,1.00854700854701
"3456",2023-02-17,"40 - 1320",205,207,205,0,2,1
"3457",2023-02-17,"40 - 1114",225,232,225,0,7,1
"3458",2023-02-17,"53 - 1103",186,186,183,3,0,0.983870967741935
"3459",2023-02-17,"2 - 1066",45,58,44,1,13,0.977777777777778
"3460",2023-02-17,"82 - 1163",120,148,119,1,28,0.991666666666667
"3461",2023-02-18,"40 - 1320",205,207,205,0,2,1
"3462",2023-02-18,"40 - 1114",225,232,225,0,7,1
"3463",2023-02-18,"53 - 1103",186,186,180,6,0,0.967741935483871
"3464",2023-02-18,"2 - 1066",45,58,44,1,13,0.977777777777778
"3465",2023-02-18,"82 - 1163",123,148,124,-1,25,1.00813008130081
"3466",2023-02-19,"40 - 1320",205,207,205,0,2,1
"3467",2023-02-19,"40 - 1114",225,232,225,0,7,1
"3468",2023-02-19,"53 - 1103",186,186,180,6,0,0.967741935483871
"3469",2023-02-19,"2 - 1066",45,58,44,1,13,0.977777777777778
"3470",2023-02-19,"82 - 1163",125,148,126,-1,23,1.008
"3471",2023-02-20,"40 - 1320",206,207,206,0,1,1
"3472",2023-02-20,"40 - 1114",226,232,225,1,6,0.995575221238938
"3473",2023-02-20,"53 - 1103",186,186,183,3,0,0.983870967741935
"3474",2023-02-20,"2 - 1066",45,58,44,1,13,0.977777777777778
"3475",2023-02-20,"82 - 1163",129,148,130,-1,19,1.0077519379845
"3476",2023-02-21,"40 - 1320",206,207,206,0,1,1
"3477",2023-02-21,"40 - 1114",226,232,226,0,6,1
"3478",2023-02-21,"53 - 1103",186,186,183,3,0,0.983870967741935
"3479",2023-02-21,"2 - 1066",46,58,45,1,12,0.978260869565217
"3480",2023-02-21,"82 - 1163",134,148,135,-1,14,1.00746268656716
"3481",2023-02-22,"40 - 1320",206,207,206,0,1,1
"3482",2023-02-22,"40 - 1114",224,232,224,0,8,1
"3483",2023-02-22,"53 - 1103",186,186,184,2,0,0.989247311827957
"3484",2023-02-22,"2 - 1066",46,58,45,1,12,0.978260869565217
"3485",2023-02-22,"82 - 1163",134,148,135,-1,14,1.00746268656716
"3486",2023-02-23,"40 - 1320",206,207,206,0,1,1
"3487",2023-02-23,"40 - 1114",225,232,225,0,7,1
"3488",2023-02-23,"53 - 1103",186,186,186,0,0,1
"3489",2023-02-23,"2 - 1066",46,58,45,1,12,0.978260869565217
"3490",2023-02-23,"82 - 1163",134,148,135,-1,14,1.00746268656716
"3491",2023-02-24,"40 - 1320",207,207,207,0,0,1
"3492",2023-02-24,"40 - 1114",224,232,224,0,8,1
"3493",2023-02-24,"53 - 1103",186,186,185,1,0,0.994623655913978
"3494",2023-02-24,"2 - 1066",46,58,45,1,12,0.978260869565217
"3495",2023-02-24,"82 - 1163",135,148,136,-1,13,1.00740740740741
"3496",2023-02-25,"40 - 1320",207,207,207,0,0,1
"3497",2023-02-25,"40 - 1114",224,232,224,0,8,1
"3498",2023-02-25,"53 - 1103",186,186,184,2,0,0.989247311827957
"3499",2023-02-25,"2 - 1066",46,58,44,2,12,0.956521739130435
"3500",2023-02-25,"82 - 1163",136,148,137,-1,12,1.00735294117647
"3501",2023-02-26,"40 - 1320",207,207,207,0,0,1
"3502",2023-02-26,"40 - 1114",224,232,224,0,8,1
"3503",2023-02-26,"53 - 1103",184,186,184,0,2,1
"3504",2023-02-26,"2 - 1066",46,58,45,1,12,0.978260869565217
"3505",2023-02-26,"82 - 1163",137,148,138,-1,11,1.00729927007299
"3506",2023-02-27,"40 - 1320",207,207,207,0,0,1
"3507",2023-02-27,"40 - 1114",224,232,223,1,8,0.995535714285714
"3508",2023-02-27,"53 - 1103",184,186,184,0,2,1
"3509",2023-02-27,"2 - 1066",46,58,45,1,12,0.978260869565217
"3510",2023-02-27,"82 - 1163",137,148,138,-1,11,1.00729927007299
"3511",2023-02-28,"40 - 1320",207,207,207,0,0,1
"3512",2023-02-28,"40 - 1114",223,232,222,1,9,0.995515695067265
"3513",2023-02-28,"53 - 1103",185,186,183,2,1,0.989189189189189
"3514",2023-02-28,"2 - 1066",47,58,45,2,11,0.957446808510638
"3515",2023-02-28,"82 - 1163",137,148,138,-1,11,1.00729927007299
"3516",2023-03-01,"40 - 1320",202,207,202,0,5,1
"3517",2023-03-01,"40 - 1114",222,232,222,0,10,1
"3518",2023-03-01,"53 - 1103",184,186,184,0,2,1
"3519",2023-03-01,"2 - 1066",43,58,41,2,15,0.953488372093023
"3520",2023-03-01,"82 - 1163",134,148,135,-1,14,1.00746268656716
"3521",2023-03-02,"40 - 1320",206,207,205,1,1,0.995145631067961
"3522",2023-03-02,"40 - 1114",221,232,221,0,11,1
"3523",2023-03-02,"53 - 1103",184,186,184,0,2,1
"3524",2023-03-02,"2 - 1066",43,58,42,1,15,0.976744186046512
"3525",2023-03-02,"82 - 1163",137,148,138,-1,11,1.00729927007299
"3526",2023-03-03,"40 - 1320",205,207,205,0,2,1
"3527",2023-03-03,"40 - 1114",222,232,221,1,10,0.995495495495496
"3528",2023-03-03,"53 - 1103",183,186,181,2,3,0.989071038251366
"3529",2023-03-03,"2 - 1066",44,58,42,2,14,0.954545454545455
"3530",2023-03-03,"82 - 1163",132,148,133,-1,16,1.00757575757576
"3531",2023-03-04,"40 - 1320",204,207,204,0,3,1
"3532",2023-03-04,"40 - 1114",222,232,221,1,10,0.995495495495496
"3533",2023-03-04,"53 - 1103",184,186,181,3,2,0.983695652173913
"3534",2023-03-04,"2 - 1066",43,58,42,1,15,0.976744186046512
"3535",2023-03-04,"82 - 1163",131,148,132,-1,17,1.00763358778626
"3536",2023-03-05,"40 - 1320",203,207,203,0,4,1
"3537",2023-03-05,"40 - 1114",223,232,223,0,9,1
"3538",2023-03-05,"53 - 1103",184,186,180,4,2,0.978260869565217
"3539",2023-03-05,"2 - 1066",42,58,42,0,16,1
"3540",2023-03-05,"82 - 1163",131,148,132,-1,17,1.00763358778626
"3541",2023-03-06,"40 - 1320",204,207,204,0,3,1
"3542",2023-03-06,"40 - 1114",222,232,221,1,10,0.995495495495496
"3543",2023-03-06,"53 - 1103",183,186,182,1,3,0.994535519125683
"3544",2023-03-06,"2 - 1066",44,58,44,0,14,1
"3545",2023-03-06,"82 - 1163",131,148,132,-1,17,1.00763358778626
"3546",2023-03-07,"40 - 1320",205,207,205,0,2,1
"3547",2023-03-07,"40 - 1114",222,232,222,0,10,1
"3548",2023-03-07,"53 - 1103",183,186,183,0,3,1
"3549",2023-03-07,"2 - 1066",44,58,44,0,14,1
"3550",2023-03-07,"82 - 1163",131,148,132,-1,17,1.00763358778626
"3551",2023-03-08,"40 - 1320",205,207,205,0,2,1
"3552",2023-03-08,"40 - 1114",222,232,220,2,10,0.990990990990991
"3553",2023-03-08,"53 - 1103",184,186,184,0,2,1
"3554",2023-03-08,"2 - 1066",43,58,42,1,15,0.976744186046512
"3555",2023-03-08,"82 - 1163",131,148,131,0,17,1
"3556",2023-03-09,"40 - 1320",202,207,202,0,5,1
"3557",2023-03-09,"40 - 1114",223,232,223,0,9,1
"3558",2023-03-09,"53 - 1103",181,186,181,0,5,1
"3559",2023-03-09,"2 - 1066",44,58,43,1,14,0.977272727272727
"3560",2023-03-09,"82 - 1163",127,148,127,0,21,1
"3561",2023-03-10,"40 - 1320",202,207,202,0,5,1
"3562",2023-03-10,"40 - 1114",224,232,222,2,8,0.991071428571429
"3563",2023-03-10,"53 - 1103",184,186,181,3,2,0.983695652173913
"3564",2023-03-10,"2 - 1066",44,58,44,0,14,1
"3565",2023-03-10,"82 - 1163",125,148,125,0,23,1
"3566",2023-03-11,"40 - 1320",205,207,205,0,2,1
"3567",2023-03-11,"40 - 1114",225,232,225,0,7,1
"3568",2023-03-11,"53 - 1103",181,186,178,3,5,0.983425414364641
"3569",2023-03-11,"2 - 1066",44,58,44,0,14,1
"3570",2023-03-11,"82 - 1163",125,148,125,0,23,1
"3571",2023-03-12,"40 - 1320",206,207,206,0,1,1
"3572",2023-03-12,"40 - 1114",226,232,225,1,6,0.995575221238938
"3573",2023-03-12,"53 - 1103",183,186,177,6,3,0.967213114754098
"3574",2023-03-12,"2 - 1066",44,58,44,0,14,1
"3575",2023-03-12,"82 - 1163",127,148,127,0,21,1
"3576",2023-03-13,"40 - 1320",206,207,206,0,1,1
"3577",2023-03-13,"40 - 1114",227,232,226,1,5,0.995594713656388
"3578",2023-03-13,"53 - 1103",183,186,180,3,3,0.983606557377049
"3579",2023-03-13,"2 - 1066",43,58,43,0,15,1
"3580",2023-03-13,"82 - 1163",126,148,126,0,22,1
"3581",2023-03-14,"40 - 1320",207,207,207,0,0,1
"3582",2023-03-14,"40 - 1114",226,232,226,0,6,1
"3583",2023-03-14,"53 - 1103",184,186,181,3,2,0.983695652173913
"3584",2023-03-14,"2 - 1066",43,58,43,0,15,1
"3585",2023-03-14,"82 - 1163",128,148,128,0,20,1
"3586",2023-03-15,"40 - 1320",207,207,207,0,0,1
"3587",2023-03-15,"40 - 1114",226,232,226,0,6,1
"3588",2023-03-15,"53 - 1103",185,186,177,8,1,0.956756756756757
"3589",2023-03-15,"2 - 1066",43,58,43,0,15,1
"3590",2023-03-15,"82 - 1163",129,148,129,0,19,1
"3591",2023-03-16,"40 - 1320",206,207,206,0,1,1
"3592",2023-03-16,"40 - 1114",226,232,226,0,6,1
"3593",2023-03-16,"53 - 1103",184,186,181,3,2,0.983695652173913
"3594",2023-03-16,"2 - 1066",45,58,45,0,13,1
"3595",2023-03-16,"82 - 1163",129,148,129,0,19,1
"3596",2023-03-17,"40 - 1320",205,207,205,0,2,1
"3597",2023-03-17,"40 - 1114",225,232,225,0,7,1
"3598",2023-03-17,"53 - 1103",185,186,185,0,1,1
"3599",2023-03-17,"2 - 1066",45,58,45,0,13,1
"3600",2023-03-17,"82 - 1163",127,148,127,0,21,1
"3601",2023-03-18,"40 - 1320",206,207,206,0,1,1
"3602",2023-03-18,"40 - 1114",225,232,224,1,7,0.995555555555556
"3603",2023-03-18,"53 - 1103",184,186,184,0,2,1
"3604",2023-03-18,"2 - 1066",45,58,45,0,13,1
"3605",2023-03-18,"82 - 1163",128,148,128,0,20,1
"3606",2023-03-19,"40 - 1320",206,207,206,0,1,1
"3607",2023-03-19,"40 - 1114",225,232,224,1,7,0.995555555555556
"3608",2023-03-19,"53 - 1103",182,186,181,1,4,0.994505494505495
"3609",2023-03-19,"2 - 1066",45,58,45,0,13,1
"3610",2023-03-19,"82 - 1163",129,148,129,0,19,1
"3611",2023-03-20,"40 - 1320",207,207,207,0,0,1
"3612",2023-03-20,"40 - 1114",223,232,223,0,9,1
"3613",2023-03-20,"53 - 1103",184,186,183,1,2,0.994565217391304
"3614",2023-03-20,"2 - 1066",45,58,45,0,13,1
"3615",2023-03-20,"82 - 1163",126,148,126,0,22,1
"3616",2023-03-21,"40 - 1320",207,207,207,0,0,1
"3617",2023-03-21,"40 - 1114",223,232,223,0,9,1
"3618",2023-03-21,"53 - 1103",182,186,180,2,4,0.989010989010989
"3619",2023-03-21,"2 - 1066",45,58,45,0,13,1
"3620",2023-03-21,"82 - 1163",127,148,127,0,21,1
